address	label
0x460A40	Actor::vfunc48
0x460B60	Actor::vfunc49
0x421160	Actor::vfunc50
0x41DD10	Actor::vfunc51
0x41D9C0	Actor::vfunc52
0x41E1E0	Actor::vfunc53
0x4526B0	Actor::vfunc54
0x41E230	Actor::vfunc55
0x41E010	Actor::vfunc56
0x41E030	Actor::vfunc57
0x41E050	Actor::vfunc58
0x41E070	Actor::vfunc59
0x437C60	Actor::vfunc60
0x64A9B0	Actor::vfunc61
0x41F380	Actor::vfunc62
0x41E300	Actor::vfunc63
0x41E300	Actor::vfunc64
0x41FC80	Actor::vfunc65
0x41FBB0	Actor::vfunc66
0x460B60	Actor::vfunc67
0x41FD00	Actor::vfunc68
0x41FCF0	Actor::vfunc69
0x41FFA0	Actor::vfunc70
0x41DAD0	Actor::vfunc71
0x4203B0	Actor::vfunc72
0x4203D0	Actor::vfunc73
0x460B60	Actor::vfunc74
0x460B60	Actor::vfunc75
0x6E6E7D	Actor::vfunc76
0x6E6E7D	Actor::vfunc77
0x547170	Actor::vfunc78
0x64BC40	Actor::vfunc79
0x41E360	Actor::vfunc80
0x41E360	Actor::vfunc81
0x41E4B0	Actor::vfunc82
0x41E570	Actor::vfunc83
0x64A9B0	Actor::vfunc84
0x41EAA0	Actor::vfunc85
0x41EA90	Actor::vfunc86
0x41E310	Actor::vfunc87
0x64CAE0	Actor::vfunc88
0x64CAE0	Actor::vfunc89
0x64CAE0	Actor::vfunc90
0x421050	Actor::vfunc91
0x4210B0	Actor::vfunc92
0x41E730	Actor::vfunc93
0x423FA0	ActorSpawner::vfunc0
0x64CAE0	ActorSpawner::vfunc1
0x4600D0	ActorSpawner::vfunc2
0x46D470	ActorSpawner::vfunc3
0x65F500	ActorSpawner::vfunc4
0x4218E0	ActorSpawner::vfunc5
0x422940	ActorSpawner::vfunc0
0x604E40	ActorSpawner::vfunc1
0x57E760	ActorSpawner::vfunc2
0x57E760	ActorSpawner::vfunc3
0x422630	ActorSpawner::vfunc4
0x422D40	ActorSpawner::vfunc5
0x680110	ActorSpawner::vfunc6
0x64A9B0	ActorSpawner::vfunc7
0x64CAE0	ActorSpawner::vfunc8
0x64CAE0	ActorSpawner::vfunc9
0x64CAE0	ActorSpawner::vfunc10
0x64CAE0	ActorSpawner::vfunc11
0x64CAE0	ActorSpawner::vfunc12
0x64CAE0	ActorSpawner::vfunc13
0x64CAE0	ActorSpawner::vfunc14
0x65F310	ActorSpawner::vfunc15
0x64CAE0	ActorSpawner::vfunc16
0x4230A0	ActorSpawner::vfunc17
0x460B60	ActorSpawner::vfunc18
0x460260	ActorSpawner::vfunc19
0x460280	ActorSpawner::vfunc20
0x64CAE0	ActorSpawner::vfunc21
0x460B60	ActorSpawner::vfunc22
0x422B80	ActorSpawner::vfunc23
0x422B80	ActorSpawner::vfunc24
0x46F7D0	ActorSpawner::vfunc25
0x45F920	ActorSpawner::vfunc26
0x422B30	ActorSpawner::vfunc27
0x422B90	ActorSpawner::vfunc28
0x460160	ActorSpawner::vfunc29
0x4605E0	ActorSpawner::vfunc30
0x460450	ActorSpawner::vfunc31
0x460B60	ActorSpawner::vfunc32
0x460B60	ActorSpawner::vfunc33
0x45FC80	ActorSpawner::vfunc34
0x460B70	ActorSpawner::vfunc35
0x460110	ActorSpawner::vfunc36
0x460B60	ActorSpawner::vfunc37
0x460B60	ActorSpawner::vfunc38
0x64A9B0	ActorSpawner::vfunc39
0x460610	ActorSpawner::vfunc40
0x45FF80	ActorSpawner::vfunc41
0x45FE40	ActorSpawner::vfunc42
0x4218C0	ActorSpawner::vfunc43
0x4600B0	ActorSpawner::vfunc44
0x4602D0	ActorSpawner::vfunc45
0x460600	ActorSpawner::vfunc46
0x45FC10	ActorSpawner::vfunc47
0x45FAC0	ActorSpawner::vfunc48
0x422E30	ActorSpawner::vfunc49
0x460B60	ActorSpawner::vfunc50
0x547170	ActorSpawner::vfunc51
0x4E61D0	Alarm::vfunc0
0x4E60C0	Alarm::vfunc1
0x516940	Alarm::vfunc2
0x4E61B0	Alarm::vfunc3
0x484970	Alarm::vfunc4
0x4E6100	Alarm::vfunc5
0x4E6130	Alarm::vfunc6
0x4E61C0	Alarm::vfunc0
0x64CAE0	Alarm::vfunc1
0x4600D0	Alarm::vfunc2
0x46D470	Alarm::vfunc3
0x65F500	Alarm::vfunc4
0x4218E0	Alarm::vfunc5
0x4E5F40	Alarm::vfunc0
0x604E40	Alarm::vfunc1
0x57E760	Alarm::vfunc2
0x57E760	Alarm::vfunc3
0x4E5D70	Alarm::vfunc4
0x4E5F70	Alarm::vfunc5
0x680110	Alarm::vfunc6
0x64A9B0	Alarm::vfunc7
0x64CAE0	Alarm::vfunc8
0x64CAE0	Alarm::vfunc9
0x64CAE0	Alarm::vfunc10
0x64CAE0	Alarm::vfunc11
0x64CAE0	Alarm::vfunc12
0x64CAE0	Alarm::vfunc13
0x64CAE0	Alarm::vfunc14
0x65F310	Alarm::vfunc15
0x64CAE0	Alarm::vfunc16
0x4E6150	Alarm::vfunc17
0x460B60	Alarm::vfunc18
0x460260	Alarm::vfunc19
0x460280	Alarm::vfunc20
0x64CAE0	Alarm::vfunc21
0x460B60	Alarm::vfunc22
0x4E6070	Alarm::vfunc23
0x45F980	Alarm::vfunc24
0x45F8A0	Alarm::vfunc25
0x45F920	Alarm::vfunc26
0x4E6080	Alarm::vfunc27
0x4E5D80	Alarm::vfunc28
0x460160	Alarm::vfunc29
0x4605E0	Alarm::vfunc30
0x460450	Alarm::vfunc31
0x460B60	Alarm::vfunc32
0x460B60	Alarm::vfunc33
0x45FC80	Alarm::vfunc34
0x460B70	Alarm::vfunc35
0x460110	Alarm::vfunc36
0x460B60	Alarm::vfunc37
0x460B60	Alarm::vfunc38
0x64A9B0	Alarm::vfunc39
0x460610	Alarm::vfunc40
0x45FF80	Alarm::vfunc41
0x45FE40	Alarm::vfunc42
0x4218C0	Alarm::vfunc43
0x4600B0	Alarm::vfunc44
0x4602D0	Alarm::vfunc45
0x460600	Alarm::vfunc46
0x45FC10	Alarm::vfunc47
0x45FAC0	Alarm::vfunc48
0x460B60	Alarm::vfunc49
0x460B60	Alarm::vfunc50
0x547170	Alarm::vfunc51
0x584630	AlarmTag::vfunc0
0x604E40	AlarmTag::vfunc1
0x57E760	AlarmTag::vfunc2
0x57E760	AlarmTag::vfunc3
0x57D020	AlarmTag::vfunc4
0x57D0D0	AlarmTag::vfunc5
0x57D0F0	AlarmTag::vfunc6
0x582220	AlarmTag::vfunc7
0x460B60	AlarmTag::vfunc8
0x680110	AlarmTag::vfunc9
0x4179D0	AnimSwitchInstance::vfunc0
0x46B3B0	AnimSwitchInstance::vfunc1
0x470D80	AnimSwitchInstance::vfunc2
0x546E20	AnimSwitchInstance::vfunc3
0x546E20	AnimSwitchInstance::vfunc4
0x46BC60	AnimSwitchInstance::vfunc5
0x46BBC0	AnimSwitchInstance::vfunc6
0x546E30	AnimSwitchInstance::vfunc7
0x65F500	AnimSwitchInstance::vfunc8
0x46BD20	AnimSwitchInstance::vfunc9
0x546E20	AnimSwitchInstance::vfunc10
0x46B3A0	AnimSwitchInstance::vfunc11
0x516940	AnimSwitchInstance::vfunc12
0x437C60	AnimSwitchInstance::vfunc13
0x437C60	AnimSwitchInstance::vfunc14
0x437C60	AnimSwitchInstance::vfunc15
0x65F220	AnimSwitchInstance::vfunc16
0x547160	AnimSwitchInstance::vfunc17
0x470D70	AnimSwitchInstance::vfunc0
0x485B40	AnimSwitchInstance::vfunc1
0x470D00	AnimSwitchInstance::vfunc2
0x46D470	AnimSwitchInstance::vfunc3
0x65F500	AnimSwitchInstance::vfunc4
0x4218E0	AnimSwitchInstance::vfunc5
0x470960	AnimSwitchInstance::vfunc0
0x604E40	AnimSwitchInstance::vfunc1
0x57E760	AnimSwitchInstance::vfunc2
0x57E760	AnimSwitchInstance::vfunc3
0x4708C0	AnimSwitchInstance::vfunc4
0x470C90	AnimSwitchInstance::vfunc5
0x680110	AnimSwitchInstance::vfunc6
0x604E40	AnimSwitchInstance::vfunc7
0x64CAE0	AnimSwitchInstance::vfunc8
0x64CAE0	AnimSwitchInstance::vfunc9
0x64CAE0	AnimSwitchInstance::vfunc10
0x64CAE0	AnimSwitchInstance::vfunc11
0x64CAE0	AnimSwitchInstance::vfunc12
0x46B680	AnimSwitchInstance::vfunc13
0x64CAE0	AnimSwitchInstance::vfunc14
0x65F310	AnimSwitchInstance::vfunc15
0x64CAE0	AnimSwitchInstance::vfunc16
0x470C30	AnimSwitchInstance::vfunc17
0x460B60	AnimSwitchInstance::vfunc18
0x460260	AnimSwitchInstance::vfunc19
0x460280	AnimSwitchInstance::vfunc20
0x64CAE0	AnimSwitchInstance::vfunc21
0x460B60	AnimSwitchInstance::vfunc22
0x45F970	AnimSwitchInstance::vfunc23
0x45F980	AnimSwitchInstance::vfunc24
0x45F8A0	AnimSwitchInstance::vfunc25
0x45F920	AnimSwitchInstance::vfunc26
0x516940	AnimSwitchInstance::vfunc27
0x64A9B0	AnimSwitchInstance::vfunc28
0x460160	AnimSwitchInstance::vfunc29
0x4605E0	AnimSwitchInstance::vfunc30
0x460450	AnimSwitchInstance::vfunc31
0x460B60	AnimSwitchInstance::vfunc32
0x460B60	AnimSwitchInstance::vfunc33
0x45FC80	AnimSwitchInstance::vfunc34
0x460B70	AnimSwitchInstance::vfunc35
0x460110	AnimSwitchInstance::vfunc36
0x460B60	AnimSwitchInstance::vfunc37
0x460B60	AnimSwitchInstance::vfunc38
0x64A9B0	AnimSwitchInstance::vfunc39
0x460610	AnimSwitchInstance::vfunc40
0x45FF80	AnimSwitchInstance::vfunc41
0x45FE40	AnimSwitchInstance::vfunc42
0x4218C0	AnimSwitchInstance::vfunc43
0x4600B0	AnimSwitchInstance::vfunc44
0x470D60	AnimSwitchInstance::vfunc45
0x460600	AnimSwitchInstance::vfunc46
0x45FC10	AnimSwitchInstance::vfunc47
0x45FAC0	AnimSwitchInstance::vfunc48
0x460B60	AnimSwitchInstance::vfunc49
0x460B60	AnimSwitchInstance::vfunc50
0x547170	AnimSwitchInstance::vfunc51
0x4EE210	AnimSwitchInstance::vfunc52
0x470D40	AnimSwitchInstance::vfunc53
0x516940	AnimSwitchInstance::vfunc54
0x57D7E0	AnimSwitchObject::vfunc0
0x604E40	AnimSwitchObject::vfunc1
0x57E760	AnimSwitchObject::vfunc2
0x57E760	AnimSwitchObject::vfunc3
0x57D720	AnimSwitchObject::vfunc4
0x57D980	AnimSwitchObject::vfunc5
0x57D850	AnimSwitchObject::vfunc6
0x516940	AnimSwitchObject::vfunc7
0x470070	AnimatedDamagerInstance::vfunc0
0x465A60	AnimatedDamagerInstance::vfunc1
0x516940	AnimatedDamagerInstance::vfunc2
0x4700A0	AnimatedDamagerInstance::vfunc3
0x470090	AnimatedDamagerInstance::vfunc4
0x465C00	AnimatedDamagerInstance::vfunc5
0x465C30	AnimatedDamagerInstance::vfunc6
0x4700B0	AnimatedDamagerInstance::vfunc0
0x470060	AnimatedDamagerInstance::vfunc1
0x4179D0	AnimatedDamagerInstance::vfunc0
0x46B3B0	AnimatedDamagerInstance::vfunc1
0x470050	AnimatedDamagerInstance::vfunc2
0x546E20	AnimatedDamagerInstance::vfunc3
0x546E20	AnimatedDamagerInstance::vfunc4
0x46BC60	AnimatedDamagerInstance::vfunc5
0x46BBC0	AnimatedDamagerInstance::vfunc6
0x546E30	AnimatedDamagerInstance::vfunc7
0x65F500	AnimatedDamagerInstance::vfunc8
0x46BD20	AnimatedDamagerInstance::vfunc9
0x546E20	AnimatedDamagerInstance::vfunc10
0x46B3A0	AnimatedDamagerInstance::vfunc11
0x516940	AnimatedDamagerInstance::vfunc12
0x437C60	AnimatedDamagerInstance::vfunc13
0x437C60	AnimatedDamagerInstance::vfunc14
0x437C60	AnimatedDamagerInstance::vfunc15
0x65F220	AnimatedDamagerInstance::vfunc16
0x547160	AnimatedDamagerInstance::vfunc17
0x470040	AnimatedDamagerInstance::vfunc0
0x485B40	AnimatedDamagerInstance::vfunc1
0x4600D0	AnimatedDamagerInstance::vfunc2
0x46D470	AnimatedDamagerInstance::vfunc3
0x65F500	AnimatedDamagerInstance::vfunc4
0x4218E0	AnimatedDamagerInstance::vfunc5
0x46FDA0	AnimatedDamagerInstance::vfunc0
0x604E40	AnimatedDamagerInstance::vfunc1
0x57E760	AnimatedDamagerInstance::vfunc2
0x57E760	AnimatedDamagerInstance::vfunc3
0x46FC50	AnimatedDamagerInstance::vfunc4
0x46FF20	AnimatedDamagerInstance::vfunc5
0x680110	AnimatedDamagerInstance::vfunc6
0x604E40	AnimatedDamagerInstance::vfunc7
0x64CAE0	AnimatedDamagerInstance::vfunc8
0x64CAE0	AnimatedDamagerInstance::vfunc9
0x64CAE0	AnimatedDamagerInstance::vfunc10
0x64CAE0	AnimatedDamagerInstance::vfunc11
0x64CAE0	AnimatedDamagerInstance::vfunc12
0x46B680	AnimatedDamagerInstance::vfunc13
0x64CAE0	AnimatedDamagerInstance::vfunc14
0x46FC60	AnimatedDamagerInstance::vfunc15
0x64CAE0	AnimatedDamagerInstance::vfunc16
0x46FEE0	AnimatedDamagerInstance::vfunc17
0x460B60	AnimatedDamagerInstance::vfunc18
0x460260	AnimatedDamagerInstance::vfunc19
0x460280	AnimatedDamagerInstance::vfunc20
0x64CAE0	AnimatedDamagerInstance::vfunc21
0x460B60	AnimatedDamagerInstance::vfunc22
0x45F970	AnimatedDamagerInstance::vfunc23
0x45F980	AnimatedDamagerInstance::vfunc24
0x45F8A0	AnimatedDamagerInstance::vfunc25
0x45F920	AnimatedDamagerInstance::vfunc26
0x46FF50	AnimatedDamagerInstance::vfunc27
0x46FF90	AnimatedDamagerInstance::vfunc28
0x460160	AnimatedDamagerInstance::vfunc29
0x4605E0	AnimatedDamagerInstance::vfunc30
0x460450	AnimatedDamagerInstance::vfunc31
0x460B60	AnimatedDamagerInstance::vfunc32
0x460B60	AnimatedDamagerInstance::vfunc33
0x45FC80	AnimatedDamagerInstance::vfunc34
0x460B70	AnimatedDamagerInstance::vfunc35
0x460110	AnimatedDamagerInstance::vfunc36
0x460B60	AnimatedDamagerInstance::vfunc37
0x460B60	AnimatedDamagerInstance::vfunc38
0x64A9B0	AnimatedDamagerInstance::vfunc39
0x460610	AnimatedDamagerInstance::vfunc40
0x45FF80	AnimatedDamagerInstance::vfunc41
0x45FE40	AnimatedDamagerInstance::vfunc42
0x4218C0	AnimatedDamagerInstance::vfunc43
0x4600B0	AnimatedDamagerInstance::vfunc44
0x470000	AnimatedDamagerInstance::vfunc45
0x460600	AnimatedDamagerInstance::vfunc46
0x45FC10	AnimatedDamagerInstance::vfunc47
0x45FAC0	AnimatedDamagerInstance::vfunc48
0x460B60	AnimatedDamagerInstance::vfunc49
0x460B60	AnimatedDamagerInstance::vfunc50
0x470830	AnimatedDamagerInstance::vfunc51
0x4EE210	AnimatedDamagerInstance::vfunc52
0x46C810	AnimatedDamagerInstance::vfunc53
0x46FFA0	AnimatedDamagerInstance::vfunc54
0x57D7E0	AnimatedDamagerInstancedObject::vfunc0
0x604E40	AnimatedDamagerInstancedObject::vfunc1
0x57E760	AnimatedDamagerInstancedObject::vfunc2
0x57E760	AnimatedDamagerInstancedObject::vfunc3
0x57D1F0	AnimatedDamagerInstancedObject::vfunc4
0x57D3E0	AnimatedDamagerInstancedObject::vfunc5
0x57D2B0	AnimatedDamagerInstancedObject::vfunc6
0x516940	AnimatedDamagerInstancedObject::vfunc7
0x470430	AnimatedDestructable::vfunc0
0x465A60	AnimatedDestructable::vfunc1
0x516940	AnimatedDestructable::vfunc2
0x470450	AnimatedDestructable::vfunc3
0x47DD50	AnimatedDestructable::vfunc4
0x465C00	AnimatedDestructable::vfunc5
0x465C30	AnimatedDestructable::vfunc6
0x4179D0	AnimatedDestructable::vfunc0
0x46B3B0	AnimatedDestructable::vfunc1
0x470480	AnimatedDestructable::vfunc2
0x546E20	AnimatedDestructable::vfunc3
0x546E20	AnimatedDestructable::vfunc4
0x46BC60	AnimatedDestructable::vfunc5
0x46BBC0	AnimatedDestructable::vfunc6
0x546E30	AnimatedDestructable::vfunc7
0x65F500	AnimatedDestructable::vfunc8
0x46BD20	AnimatedDestructable::vfunc9
0x546E20	AnimatedDestructable::vfunc10
0x46B3A0	AnimatedDestructable::vfunc11
0x516940	AnimatedDestructable::vfunc12
0x437C60	AnimatedDestructable::vfunc13
0x437C60	AnimatedDestructable::vfunc14
0x437C60	AnimatedDestructable::vfunc15
0x65F220	AnimatedDestructable::vfunc16
0x547160	AnimatedDestructable::vfunc17
0x470470	AnimatedDestructable::vfunc0
0x485B40	AnimatedDestructable::vfunc1
0x470D00	AnimatedDestructable::vfunc2
0x46D470	AnimatedDestructable::vfunc3
0x65F500	AnimatedDestructable::vfunc4
0x4218E0	AnimatedDestructable::vfunc5
0x470440	AnimatedDestructable::vfunc0
0x604E40	AnimatedDestructable::vfunc1
0x57E760	AnimatedDestructable::vfunc2
0x57E760	AnimatedDestructable::vfunc3
0x4700C0	AnimatedDestructable::vfunc4
0x470460	AnimatedDestructable::vfunc5
0x680110	AnimatedDestructable::vfunc6
0x604E40	AnimatedDestructable::vfunc7
0x64CAE0	AnimatedDestructable::vfunc8
0x64CAE0	AnimatedDestructable::vfunc9
0x64CAE0	AnimatedDestructable::vfunc10
0x64CAE0	AnimatedDestructable::vfunc11
0x64CAE0	AnimatedDestructable::vfunc12
0x46B680	AnimatedDestructable::vfunc13
0x4700F0	AnimatedDestructable::vfunc14
0x4700D0	AnimatedDestructable::vfunc15
0x64CAE0	AnimatedDestructable::vfunc16
0x4707A0	AnimatedDestructable::vfunc17
0x460B60	AnimatedDestructable::vfunc18
0x460260	AnimatedDestructable::vfunc19
0x460280	AnimatedDestructable::vfunc20
0x64CAE0	AnimatedDestructable::vfunc21
0x460B60	AnimatedDestructable::vfunc22
0x45F970	AnimatedDestructable::vfunc23
0x4703A0	AnimatedDestructable::vfunc24
0x45F8A0	AnimatedDestructable::vfunc25
0x45F920	AnimatedDestructable::vfunc26
0x4707E0	AnimatedDestructable::vfunc27
0x470820	AnimatedDestructable::vfunc28
0x460160	AnimatedDestructable::vfunc29
0x4605E0	AnimatedDestructable::vfunc30
0x460450	AnimatedDestructable::vfunc31
0x460B60	AnimatedDestructable::vfunc32
0x460B60	AnimatedDestructable::vfunc33
0x45FC80	AnimatedDestructable::vfunc34
0x460B70	AnimatedDestructable::vfunc35
0x460110	AnimatedDestructable::vfunc36
0x460B60	AnimatedDestructable::vfunc37
0x460B60	AnimatedDestructable::vfunc38
0x64A9B0	AnimatedDestructable::vfunc39
0x460610	AnimatedDestructable::vfunc40
0x45FF80	AnimatedDestructable::vfunc41
0x45FE40	AnimatedDestructable::vfunc42
0x4218C0	AnimatedDestructable::vfunc43
0x4600B0	AnimatedDestructable::vfunc44
0x470420	AnimatedDestructable::vfunc45
0x460600	AnimatedDestructable::vfunc46
0x45FC10	AnimatedDestructable::vfunc47
0x45FAC0	AnimatedDestructable::vfunc48
0x460B60	AnimatedDestructable::vfunc49
0x460B60	AnimatedDestructable::vfunc50
0x470830	AnimatedDestructable::vfunc51
0x4EE210	AnimatedDestructable::vfunc52
0x46C810	AnimatedDestructable::vfunc53
0x516940	AnimatedDestructable::vfunc54
0x470200	AnimatedDestructable::vfunc0
0x470340	AnimatedDestructable::vfunc1
0x46A610	AnimatedDestructable::vfunc2
0x46A630	AnimatedDestructable::vfunc3
0x46A650	AnimatedDestructable::vfunc4
0x46A660	AnimatedDestructable::vfunc5
0x64A9B0	AnimatedDestructable::vfunc6
0x64A9B0	AnimatedDestructable::vfunc7
0x64A9B0	AnimatedDestructable::vfunc8
0x46B190	AnimatedDestructable::vfunc9
0x46B190	AnimatedDestructable::vfunc10
0x46B190	AnimatedDestructable::vfunc11
0x46B1A0	AnimatedDestructable::vfunc12
0x46B2D0	AnimatedDestructable::vfunc13
0x46B1B0	AnimatedDestructable::vfunc14
0x46B1D0	AnimatedDestructable::vfunc15
0x46B210	AnimatedDestructable::vfunc16
0x46B250	AnimatedDestructable::vfunc17
0x46B270	AnimatedDestructable::vfunc18
0x46A7D0	AnimatedDestructable::vfunc19
0x65F500	AnimatedDestructable::vfunc20
0x516940	AnimatedDestructable::vfunc21
0x4786D0	AnimatedDestructable::vfunc22
0x4788B0	AnimatedDestructable::vfunc23
0x478AC0	AnimatedDestructable::vfunc24
0x460B60	AnimatedDestructable::vfunc25
0x516940	AnimatedDestructable::vfunc26
0x65F170	AnimatedDestructable::vfunc27
0x65F500	AnimatedDestructable::vfunc28
0x46B1E0	AnimatedDestructable::vfunc29
0x65F220	AnimatedDestructable::vfunc30
0x516940	AnimatedDestructable::vfunc31
0x470100	AnimatedDestructable::vfunc32
0x470880	AnimatedInstance::vfunc0
0x465A60	AnimatedInstance::vfunc1
0x516940	AnimatedInstance::vfunc2
0x470450	AnimatedInstance::vfunc3
0x47DD50	AnimatedInstance::vfunc4
0x465C00	AnimatedInstance::vfunc5
0x465C30	AnimatedInstance::vfunc6
0x4179D0	AnimatedInstance::vfunc0
0x46B3B0	AnimatedInstance::vfunc1
0x4708A0	AnimatedInstance::vfunc2
0x546E20	AnimatedInstance::vfunc3
0x546E20	AnimatedInstance::vfunc4
0x46BC60	AnimatedInstance::vfunc5
0x46BBC0	AnimatedInstance::vfunc6
0x546E30	AnimatedInstance::vfunc7
0x65F500	AnimatedInstance::vfunc8
0x46BD20	AnimatedInstance::vfunc9
0x546E20	AnimatedInstance::vfunc10
0x46B3A0	AnimatedInstance::vfunc11
0x516940	AnimatedInstance::vfunc12
0x437C60	AnimatedInstance::vfunc13
0x437C60	AnimatedInstance::vfunc14
0x437C60	AnimatedInstance::vfunc15
0x65F220	AnimatedInstance::vfunc16
0x547160	AnimatedInstance::vfunc17
0x470890	AnimatedInstance::vfunc0
0x485B40	AnimatedInstance::vfunc1
0x470D00	AnimatedInstance::vfunc2
0x46D470	AnimatedInstance::vfunc3
0x65F500	AnimatedInstance::vfunc4
0x4218E0	AnimatedInstance::vfunc5
0x4705B0	AnimatedInstance::vfunc0
0x604E40	AnimatedInstance::vfunc1
0x57E760	AnimatedInstance::vfunc2
0x57E760	AnimatedInstance::vfunc3
0x4704A0	AnimatedInstance::vfunc4
0x4707C0	AnimatedInstance::vfunc5
0x680110	AnimatedInstance::vfunc6
0x604E40	AnimatedInstance::vfunc7
0x64CAE0	AnimatedInstance::vfunc8
0x64CAE0	AnimatedInstance::vfunc9
0x64CAE0	AnimatedInstance::vfunc10
0x64CAE0	AnimatedInstance::vfunc11
0x64CAE0	AnimatedInstance::vfunc12
0x46B680	AnimatedInstance::vfunc13
0x64CAE0	AnimatedInstance::vfunc14
0x65F310	AnimatedInstance::vfunc15
0x64CAE0	AnimatedInstance::vfunc16
0x4707A0	AnimatedInstance::vfunc17
0x460B60	AnimatedInstance::vfunc18
