node_id	path
0x749DD1BD	/data/geometry/characters/bomber/anims/bmbr_idle1_c.gr2
0xC81C120E	/data/geometry/characters/bomber/anims/bmbr_investigate.gr2
0xC33F7236	/data/geometry/characters/bomber/anims/bmbr_melee.gr2
0xDCF8D485	/data/geometry/characters/bomber/anims/bmbr_meleeready.gr2
0x90FD1912	/data/geometry/characters/bomber/anims/bmbr_missing.gr2
0xF7E393BD	/data/geometry/characters/bomber/anims/bmbr_panicub.gr2
0x062C7950	/data/geometry/characters/bomber/anims/bmbr_point.gr2
0x554604CF	/data/geometry/characters/bomber/anims/bmbr_prone.gr2
0x97F1D9FB	/data/geometry/characters/bomber/anims/bmbr_pronehurt.gr2
0xE9D06C97	/data/geometry/characters/bomber/anims/bmbr_puke.gr2
0x463EEF99	/data/geometry/characters/bomber/anims/bmbr_readyub.gr2
0x2EE02A28	/data/geometry/characters/bomber/anims/bmbr_reloadub.gr2
0x01FAF083	/data/geometry/characters/bomber/anims/bmbr_run.gr2
0x0AB69176	/data/geometry/characters/bomber/anims/bmbr_runleft.gr2
0x4E15CD3E	/data/geometry/characters/bomber/anims/bmbr_runright.gr2
0x0DF30C8F	/data/geometry/characters/bomber/anims/bmbr_sendtodistracteda.gr2
0x8B677E21	/data/geometry/characters/bomber/anims/bmbr_sendtodistractedb.gr2
0x403BAD84	/data/geometry/characters/bomber/anims/bmbr_sendtodistractedc.gr2
0xB86C70E6	/data/geometry/characters/bomber/anims/bmbr_slide.gr2
0x13BD07D1	/data/geometry/characters/bomber/anims/bmbr_stand.gr2
0x69771D6A	/data/geometry/characters/bomber/anims/bmbr_standjump.gr2
0x2D5209D8	/data/geometry/characters/bomber/anims/bmbr_standturnleft.gr2
0x6CD0EAF6	/data/geometry/characters/bomber/anims/bmbr_standturnright.gr2
0x9CCB5976	/data/geometry/characters/bomber/anims/bmbr_strafeleft.gr2
0xAE7CC2FF	/data/geometry/characters/bomber/anims/bmbr_strafeleftrun.gr2
0x62249F01	/data/geometry/characters/bomber/anims/bmbr_straferight.gr2
0x7362052A	/data/geometry/characters/bomber/anims/bmbr_straferightrun.gr2
0xA836B32C	/data/geometry/characters/bomber/anims/bmbr_surge.gr2
0xA502E2A0	/data/geometry/characters/bomber/anims/bmbr_swimdead.gr2
0xF196CACF	/data/geometry/characters/bomber/anims/bmbr_swimfor.gr2
0x326CB70C	/data/geometry/characters/bomber/anims/bmbr_swimidle.gr2
0xD8AB7CAD	/data/geometry/characters/bomber/anims/bmbr_swimleft.gr2
0xAF59F7D6	/data/geometry/characters/bomber/anims/bmbr_swimright.gr2
0x85E4BD92	/data/geometry/characters/bomber/anims/bmbr_talk1.gr2
0x0370CF3C	/data/geometry/characters/bomber/anims/bmbr_talk2.gr2
0x2CA77196	/data/geometry/characters/bomber/anims/bmbr_visemes.gr2
0x8AED6171	/data/geometry/characters/bomber/anims/bmbr_walk.gr2
0x877E8222	/data/geometry/characters/bomber/anims/bmbr_walkleft.gr2
0xD201BC99	/data/geometry/characters/bomber/anims/bmbr_walkright.gr2
0x96396829	/data/geometry/characters/bomber/bomber.geo
0x4352DDFD	/data/geometry/characters/cutter/anims/cutr_angry.gr2
0x58295DF7	/data/geometry/characters/cutter/anims/cutr_backprone.gr2
0x9F4A3E47	/data/geometry/characters/cutter/anims/cutr_backpronehurt.gr2
0xA7D93BC0	/data/geometry/characters/cutter/anims/cutr_bountyidle.gr2
0xBE2621B4	/data/geometry/characters/cutter/anims/cutr_cheer.gr2
0x7AA4E241	/data/geometry/characters/cutter/anims/cutr_getupback.gr2
0x2E3A5745	/data/geometry/characters/cutter/anims/cutr_groundback.gr2
0xE0B7CEFD	/data/geometry/characters/cutter/anims/cutr_idle1a.gr2
0x6623BC53	/data/geometry/characters/cutter/anims/cutr_idle1b.gr2
0x495208FC	/data/geometry/characters/cutter/anims/cutr_jumpback.gr2
0xE1618EB3	/data/geometry/characters/cutter/anims/cutr_melee3.gr2
0xFC64BE0B	/data/geometry/characters/cutter/anims/cutr_melee4.gr2
0x1DD1BBF1	/data/geometry/characters/cutter/anims/cutr_meleeready.gr2
0xF5402FB7	/data/geometry/characters/cutter/anims/cutr_rangedattack.gr2
0xEDD74F8B	/data/geometry/characters/cutter/anims/cutr_rangedready.gr2
0x53A75A0D	/data/geometry/characters/cutter/anims/cutr_run.gr2
0x59AF9B09	/data/geometry/characters/cutter/anims/cutr_runleft.gr2
0x8EFCB899	/data/geometry/characters/cutter/anims/cutr_runright.gr2
0xAF89A8C6	/data/geometry/characters/cutter/anims/cutr_runstrafeleft.gr2
0x965D0C34	/data/geometry/characters/cutter/anims/cutr_runstraferight.gr2
0xEE56812E	/data/geometry/characters/cutter/anims/cutr_sendtodistracteda.gr2
0x68C2F380	/data/geometry/characters/cutter/anims/cutr_sendtodistractedb.gr2
0x7FBE7BE9	/data/geometry/characters/cutter/anims/cutr_visemes.gr2
0x80BF92FC	/data/geometry/characters/cutter/anims/cutr_walk.gr2
0x4797F785	/data/geometry/characters/cutter/anims/cutr_walkleft.gr2
0x9A7363A7	/data/geometry/characters/cutter/anims/cutr_walkright.gr2
0xD65F994E	/data/geometry/characters/cutter/anims/cutr_walkstrafeleft.gr2
0x296DB242	/data/geometry/characters/cutter/anims/cutr_walkstraferight.gr2
0x4A67E176	/data/geometry/characters/cutter/cutter.geo
0xFCF8A00F	/data/geometry/characters/farmerfoster/farmerfoster.geo
0xB92599A0	/data/geometry/characters/filthyhandsfloyd/filthyhandsfloyd.geo
0xBDFBD734	/data/geometry/characters/filthyhandsfloydjail/filthyhandsfloydjail.geo
0xBFEB5901	/data/geometry/characters/hunter/hunter.geo
0x424DBEDE	/data/geometry/characters/jomomma/jomomma.geo
0xE08408D3	/data/geometry/characters/lootenduke/anims/ld_airleft.gr2
0x98CEE462	/data/geometry/characters/lootenduke/anims/ld_airright.gr2
0x5E42A185	/data/geometry/characters/lootenduke/anims/ld_bolabreakfree.gr2
0xDACA2354	/data/geometry/characters/lootenduke/anims/ld_bolahit.gr2
0x70690DF9	/data/geometry/characters/lootenduke/anims/ld_bolastruggle.gr2
0x3BD54D18	/data/geometry/characters/lootenduke/anims/ld_deadinwater.gr2
0xB532888F	/data/geometry/characters/lootenduke/anims/ld_die.gr2
0xC6444F4B	/data/geometry/characters/lootenduke/anims/ld_drown.gr2
0x8AC96B32	/data/geometry/characters/lootenduke/anims/ld_fallfar.gr2
0x9802D0B4	/data/geometry/characters/lootenduke/anims/ld_fallfarsplat.gr2
0x43D30628	/data/geometry/characters/lootenduke/anims/ld_fallnear.gr2
0x51EDFC93	/data/geometry/characters/lootenduke/anims/ld_groundfront.gr2
0x839B8D41	/data/geometry/characters/lootenduke/anims/ld_hurt.gr2
0x39A82D83	/data/geometry/characters/lootenduke/anims/ld_investigate.gr2
0x4B3826D3	/data/geometry/characters/lootenduke/anims/ld_meleefireub.gr2
0x983788D1	/data/geometry/characters/lootenduke/anims/ld_missing.gr2
0xFF29027E	/data/geometry/characters/lootenduke/anims/ld_panicub.gr2
0x23EA3A98	/data/geometry/characters/lootenduke/anims/ld_point.gr2
0xC98D5DC0	/data/geometry/characters/lootenduke/anims/ld_pronefront.gr2
0x5981A691	/data/geometry/characters/lootenduke/anims/ld_pronefronthurt.gr2
0xAE4F650B	/data/geometry/characters/lootenduke/anims/ld_puke.gr2
0x6788333A	/data/geometry/characters/lootenduke/anims/ld_rangedfireub.gr2
0x338C58C3	/data/geometry/characters/lootenduke/anims/ld_rangedreadyub.gr2
0x332C5373	/data/geometry/characters/lootenduke/anims/ld_rangedreloadub.gr2
0x6D5AF80C	/data/geometry/characters/lootenduke/anims/ld_runstrafel.gr2
0x54869BE7	/data/geometry/characters/lootenduke/anims/ld_runstrafer.gr2
0x367B4419	/data/geometry/characters/lootenduke/anims/ld_stand.gr2
0xFF9A2EC9	/data/geometry/characters/lootenduke/anims/ld_standturnleft.gr2
0x83393C9A	/data/geometry/characters/lootenduke/anims/ld_standturnright.gr2
0xF9BFB1D4	/data/geometry/characters/lootenduke/anims/ld_victory.gr2
0xCD7268ED	/data/geometry/characters/lootenduke/anims/ld_walk.gr2
0xF596971B	/data/geometry/characters/lootenduke/anims/ld_walkleft.gr2
0x514EDF2A	/data/geometry/characters/lootenduke/anims/ld_walkright.gr2
0xAE783C68	/data/geometry/characters/lootenduke/lootenduke.geo
0x458B4131	/data/geometry/characters/lootendukejail/lootendukejail.geo
0xA8BD3AB7	/data/geometry/characters/mcgrawtiny/anims/mcgt_airback.gr2
0x23BAEFEB	/data/geometry/characters/mcgrawtiny/anims/mcgt_airfront.gr2
0x448D7036	/data/geometry/characters/mcgrawtiny/anims/mcgt_airleft.gr2
0x935F3C5A	/data/geometry/characters/mcgrawtiny/anims/mcgt_airright.gr2
0xA38CA0F4	/data/geometry/characters/mcgrawtiny/anims/mcgt_angry.gr2
0x5B92EC9E	/data/geometry/characters/mcgrawtiny/anims/mcgt_dodgeback.gr2
0x52B85F70	/data/geometry/characters/mcgrawtiny/anims/mcgt_dodgel.gr2
0x6B643C9B	/data/geometry/characters/mcgrawtiny/anims/mcgt_dodger.gr2
0x2EC013D7	/data/geometry/characters/mcgrawtiny/anims/mcgt_fallfar.gr2
0x4842DE10	/data/geometry/characters/mcgrawtiny/anims/mcgt_fallnear.gr2
0xE72802B5	/data/geometry/characters/mcgrawtiny/anims/mcgt_fire.gr2
0x26A97539	/data/geometry/characters/mcgrawtiny/anims/mcgt_getupback.gr2
0x91609329	/data/geometry/characters/mcgrawtiny/anims/mcgt_getupfront.gr2
0x21854098	/data/geometry/characters/mcgrawtiny/anims/mcgt_getupright.gr2
0x13B9A2C1	/data/geometry/characters/mcgrawtiny/anims/mcgt_groundback.gr2
0x7E199A85	/data/geometry/characters/mcgrawtiny/anims/mcgt_groundfront.gr2
0xFF89E840	/data/geometry/characters/mcgrawtiny/anims/mcgt_groundleft.gr2
0xCEFC4934	/data/geometry/characters/mcgrawtiny/anims/mcgt_groundright.gr2
0xCC742C7D	/data/geometry/characters/mcgrawtiny/anims/mcgt_hurt.gr2
0x3EC159BF	/data/geometry/characters/mcgrawtiny/anims/mcgt_idle1.gr2
0x165C4B95	/data/geometry/characters/mcgrawtiny/anims/mcgt_investigate.gr2
0x70964A46	/data/geometry/characters/mcgrawtiny/anims/mcgt_melee1.gr2
0x20524E75	/data/geometry/characters/mcgrawtiny/anims/mcgt_meleeready.gr2
0x3C3EF034	/data/geometry/characters/mcgrawtiny/anims/mcgt_missing.gr2
0xDD7803C6	/data/geometry/characters/mcgrawtiny/anims/mcgt_proneback.gr2
0x23BE2254	/data/geometry/characters/mcgrawtiny/anims/mcgt_pronebackhurt.gr2
0xBC99ADD2	/data/geometry/characters/mcgrawtiny/anims/mcgt_pronefront.gr2
0x8C5A2AFF	/data/geometry/characters/mcgrawtiny/anims/mcgt_pronefronthurt.gr2
0x0C7C7E63	/data/geometry/characters/mcgrawtiny/anims/mcgt_proneright.gr2
0x4E333C4C	/data/geometry/characters/mcgrawtiny/anims/mcgt_pronerighthurt.gr2
0xE1A0C437	/data/geometry/characters/mcgrawtiny/anims/mcgt_puke.gr2
0xB6C431A6	/data/geometry/characters/mcgrawtiny/anims/mcgt_readyfire.gr2
0x73F8DEE2	/data/geometry/characters/mcgrawtiny/anims/mcgt_reload.gr2
0x1B02B9DB	/data/geometry/characters/mcgrawtiny/anims/mcgt_run.gr2
0xA6757850	/data/geometry/characters/mcgrawtiny/anims/mcgt_runleft.gr2
0x376C003F	/data/geometry/characters/mcgrawtiny/anims/mcgt_runright.gr2
0x8A2A44BA	/data/geometry/characters/mcgrawtiny/anims/mcgt_spinattack.gr2
0x5317E119	/data/geometry/characters/mcgrawtiny/anims/mcgt_splat.gr2
0x2FF9D980	/data/geometry/characters/mcgrawtiny/anims/mcgt_squirrel.gr2
0x214FC77D	/data/geometry/characters/mcgrawtiny/anims/mcgt_standturnl.gr2
0x1893A496	/data/geometry/characters/mcgrawtiny/anims/mcgt_standturnr.gr2
0x6061C386	/data/geometry/characters/mcgrawtiny/anims/mcgt_strafeleft.gr2
0xBC64C69A	/data/geometry/characters/mcgrawtiny/anims/mcgt_straferight.gr2
0x806498B0	/data/geometry/characters/mcgrawtiny/anims/mcgt_visemes.gr2
0x829DC9D1	/data/geometry/characters/mcgrawtiny/anims/mcgt_walk.gr2
0xFE074F23	/data/geometry/characters/mcgrawtiny/anims/mcgt_walkleft.gr2
0xC67EF4DF	/data/geometry/characters/mcgrawtiny/anims/mcgt_walkright.gr2
0x952D784A	/data/geometry/characters/mcgrawtiny/mcgrawtiny.geo
0x393ABDF6	/data/geometry/characters/meaglymcgraw/meaglymcgraw.geo
0xAFB6FF89	/data/geometry/characters/miniona/anims/ma_airback.gr2
0xC0A05E40	/data/geometry/characters/miniona/anims/ma_airfront.gr2
0x4386B508	/data/geometry/characters/miniona/anims/ma_airleft.gr2
0x70458DF1	/data/geometry/characters/miniona/anims/ma_airright.gr2
0xDA211F93	/data/geometry/characters/miniona/anims/ma_angry.gr2
0xA1729E6C	/data/geometry/characters/miniona/anims/ma_bolabreakout2.gr2
0x6E898D75	/data/geometry/characters/miniona/anims/ma_bolahit2.gr2
0x9F3CD07D	/data/geometry/characters/miniona/anims/ma_bolastruggle2.gr2
0x7AF5E6E0	/data/geometry/characters/miniona/anims/ma_bounty.gr2
0xF9FEB124	/data/geometry/characters/miniona/anims/ma_bountyidle.gr2
0x7B59A75F	/data/geometry/characters/miniona/anims/ma_cinemaidle.gr2
0x66DB8C61	/data/geometry/characters/miniona/anims/ma_deadinwater.gr2
0xAD43FEC5	/data/geometry/characters/miniona/anims/ma_die.gr2
0x65DBEB8A	/data/geometry/characters/miniona/anims/ma_dodgeleft.gr2
0x0AEE322A	/data/geometry/characters/miniona/anims/ma_dodgeright.gr2
0xE9F26383	/data/geometry/characters/miniona/anims/ma_drown.gr2
0x29CBD6E9	/data/geometry/characters/miniona/anims/ma_fallfar.gr2
0xE1D2B742	/data/geometry/characters/miniona/anims/ma_fallsplat.gr2
0x9062298A	/data/geometry/characters/miniona/anims/ma_flustered.gr2
0xF4D038AC	/data/geometry/characters/miniona/anims/ma_getupback.gr2
0xF2C4EC49	/data/geometry/characters/miniona/anims/ma_getupfront.gr2
0xE52C86F0	/data/geometry/characters/miniona/anims/ma_getupfront2.gr2
0x42213FF8	/data/geometry/characters/miniona/anims/ma_getupright.gr2
0x701DDDA1	/data/geometry/characters/miniona/anims/ma_groundback.gr2
0x0CE33DEA	/data/geometry/characters/miniona/anims/ma_groundfront.gr2
0x9C2D9720	/data/geometry/characters/miniona/anims/ma_groundleft.gr2
0xBC06EE5B	/data/geometry/characters/miniona/anims/ma_groundright.gr2
0x32663AB4	/data/geometry/characters/miniona/anims/ma_hit.gr2
0xBCC8CBE8	/data/geometry/characters/miniona/anims/ma_hit2.gr2
0x929D5CAE	/data/geometry/characters/miniona/anims/ma_idle1_a.gr2
0x14092E00	/data/geometry/characters/miniona/anims/ma_idle1_b.gr2
0xDF55FDA5	/data/geometry/characters/miniona/anims/ma_idle1_c.gr2
0x64A6ECFA	/data/geometry/characters/miniona/anims/ma_investigate.gr2
0x13D801F1	/data/geometry/characters/miniona/anims/ma_jumpback.gr2
0xBAFF0770	/data/geometry/characters/miniona/anims/ma_lookaround.gr2
0xEEA5981B	/data/geometry/characters/miniona/anims/ma_meleeattack2.gr2
0x3B35350A	/data/geometry/characters/miniona/anims/ma_missing.gr2
0x5C2BBFA5	/data/geometry/characters/miniona/anims/ma_panicub.gr2
0x0C5C1650	/data/geometry/characters/miniona/anims/ma_point.gr2
0x5F366BCF	/data/geometry/characters/miniona/anims/ma_prone.gr2
0x0F014E53	/data/geometry/characters/miniona/anims/ma_proneback.gr2
0xA116DEE7	/data/geometry/characters/miniona/anims/ma_pronebackhurt.gr2
0xDF3DD2B2	/data/geometry/characters/miniona/anims/ma_pronefront.gr2
0x849B0B23	/data/geometry/characters/miniona/anims/ma_pronefronthurt.gr2
0x51F7DC28	/data/geometry/characters/miniona/anims/ma_pronehurt.gr2
0x6FD80103	/data/geometry/characters/miniona/anims/ma_proneright.gr2
0x46F21D90	/data/geometry/characters/miniona/anims/ma_pronerighthurt.gr2
0xAB3D617F	/data/geometry/characters/miniona/anims/ma_puke2.gr2
0x8546E47A	/data/geometry/characters/miniona/anims/ma_reload.gr2
0xFF8866C9	/data/geometry/characters/miniona/anims/ma_reload2.gr2
0xDD2EC010	/data/geometry/characters/miniona/anims/ma_run.gr2
0x4D4EF7EF	/data/geometry/characters/miniona/anims/ma_runback.gr2
0xA17EBD6E	/data/geometry/characters/miniona/anims/ma_runleft.gr2
0xD476B194	/data/geometry/characters/miniona/anims/ma_runright.gr2
0x00B68A36	/data/geometry/characters/miniona/anims/ma_runstrafeleft.gr2
0xAB5DA1F1	/data/geometry/characters/miniona/anims/ma_runstraferight.gr2
0x07298864	/data/geometry/characters/miniona/anims/ma_sendtodistracteda.gr2
0x4876D616	/data/geometry/characters/miniona/anims/ma_shocked.gr2
0xB21C1FE6	/data/geometry/characters/miniona/anims/ma_slide.gr2
0xE98E3BDA	/data/geometry/characters/miniona/anims/ma_spinattack.gr2
0x19CD68D1	/data/geometry/characters/miniona/anims/ma_stand.gr2
0xB3B488B1	/data/geometry/characters/miniona/anims/ma_standa.gr2
0x71420461	/data/geometry/characters/miniona/anims/ma_standturnleft.gr2
0x5E239128	/data/geometry/characters/miniona/anims/ma_standturnright.gr2
0x03C5BCE6	/data/geometry/characters/miniona/anims/ma_strafeleft.gr2
0xCE9E61F5	/data/geometry/characters/miniona/anims/ma_straferight.gr2
0xA80FCBA6	/data/geometry/characters/miniona/anims/ma_swimidle.gr2
0x8F94D292	/data/geometry/characters/miniona/anims/ma_talk1.gr2
0x0900A03C	/data/geometry/characters/miniona/anims/ma_talk2.gr2
0xE66149DC	/data/geometry/characters/miniona/anims/ma_taunt.gr2
0x876F5D8E	/data/geometry/characters/miniona/anims/ma_visemes.gr2
0xF9D5B6E5	/data/geometry/characters/miniona/anims/ma_w_fireub.gr2
0x4ACA34CB	/data/geometry/characters/miniona/anims/ma_w_fireub2.gr2
0x6AD8E4E9	/data/geometry/characters/miniona/anims/ma_w_readyub.gr2
0x02EFE1D0	/data/geometry/characters/miniona/anims/ma_w_sniperfireub.gr2
0x6448D35D	/data/geometry/characters/miniona/anims/ma_walk.gr2
0x1D1DFE88	/data/geometry/characters/miniona/anims/ma_walkleft.gr2
0x1407B94A	/data/geometry/characters/miniona/anims/ma_walkright.gr2
0x4D6A4DFC	/data/geometry/characters/miniona/anims/mina_cinemaidle.gr2
0xA94AE1B8	/data/geometry/characters/miniona/mina_base.geo
0xA532E36F	/data/geometry/characters/minionb/anims/mb_airback.gr2
0x89C39D11	/data/geometry/characters/minionb/anims/mb_airfront.gr2
0x4902A9EE	/data/geometry/characters/minionb/anims/mb_airleft.gr2
0x39264EA0	/data/geometry/characters/minionb/anims/mb_airright.gr2
0xD6A14F80	/data/geometry/characters/minionb/anims/mb_angry.gr2
0xABD3B8CA	/data/geometry/characters/minionb/anims/mb_bolabreakout2.gr2
0xECB69D81	/data/geometry/characters/minionb/anims/mb_bolahit3.gr2
0x43C415C6	/data/geometry/characters/minionb/anims/mb_bolastruggle4.gr2
0xFE47276E	/data/geometry/characters/minionb/anims/mb_bounty.gr2
0x58330758	/data/geometry/characters/minionb/anims/mb_bountyidle.gr2
0xE4216BE8	/data/geometry/characters/minionb/anims/mb_damage.gr2
0xE522C36F	/data/geometry/characters/minionb/anims/mb_die.gr2
0x79FEE92B	/data/geometry/characters/minionb/anims/mb_dodgeleft.gr2
0xAB238456	/data/geometry/characters/minionb/anims/mb_dodgeright.gr2
0xE5723390	/data/geometry/characters/minionb/anims/mb_drown.gr2
0x234FCA0F	/data/geometry/characters/minionb/anims/mb_fallfar.gr2
0xE23BACEA	/data/geometry/characters/minionb/anims/mb_fallnear.gr2
0xFDF7B5E3	/data/geometry/characters/minionb/anims/mb_fallsplat.gr2
0xB5EDACD8	/data/geometry/characters/minionb/anims/mb_fireub.gr2
0x8C472B2B	/data/geometry/characters/minionb/anims/mb_flustered.gr2
0xE8F53A0D	/data/geometry/characters/minionb/anims/mb_getupback.gr2
0x53095A35	/data/geometry/characters/minionb/anims/mb_getupfront.gr2
0xD1D06BDD	/data/geometry/characters/minionb/anims/mb_groundback.gr2
0x55F1CD4B	/data/geometry/characters/minionb/anims/mb_groundfront.gr2
0x3DE0215C	/data/geometry/characters/minionb/anims/mb_groundleft.gr2
0xE5141EFA	/data/geometry/characters/minionb/anims/mb_groundright.gr2
0x1E8D32E6	/data/geometry/characters/minionb/anims/mb_idle1_b.gr2
0xD5D1E143	/data/geometry/characters/minionb/anims/mb_idle1_c.gr2
0x3DB41C5B	/data/geometry/characters/minionb/anims/mb_investigate.gr2
0x5ABBC2A0	/data/geometry/characters/minionb/anims/mb_jumpback.gr2
0xC5CF4D25	/data/geometry/characters/minionb/anims/mb_melee.gr2
0xE23B8769	/data/geometry/characters/minionb/anims/mb_meleeready.gr2
0xA0B05C89	/data/geometry/characters/minionb/anims/mb_meleespin.gr2
0x31B129EC	/data/geometry/characters/minionb/anims/mb_missing.gr2
0x56AFA343	/data/geometry/characters/minionb/anims/mb_panicub.gr2
0x00DC4643	/data/geometry/characters/minionb/anims/mb_point.gr2
0x53B63BDC	/data/geometry/characters/minionb/anims/mb_prone.gr2
0x13244CF2	/data/geometry/characters/minionb/anims/mb_proneback.gr2
0xABB7F841	/data/geometry/characters/minionb/anims/mb_pronebackhurt.gr2
0x7EF064CE	/data/geometry/characters/minionb/anims/mb_pronefront.gr2
0xBB24ACD8	/data/geometry/characters/minionb/anims/mb_pronefronthurt.gr2
0xA7BD316C	/data/geometry/characters/minionb/anims/mb_puke2.gr2
0xE772DF67	/data/geometry/characters/minionb/anims/mb_readyub.gr2
0xFDE095D3	/data/geometry/characters/minionb/anims/mb_reloadub.gr2
0x954FFDBA	/data/geometry/characters/minionb/anims/mb_run.gr2
0xABFAA188	/data/geometry/characters/minionb/anims/mb_runleft.gr2
0x9D1572C5	/data/geometry/characters/minionb/anims/mb_runright.gr2
0x0A17AC90	/data/geometry/characters/minionb/anims/mb_runstrafeleft.gr2
0x94E2060A	/data/geometry/characters/minionb/anims/mb_runstraferight.gr2
0x04209059	/data/geometry/characters/minionb/anims/mb_sendtodistracteda.gr2
